Name,Number,Full_Name,Number_of_GenEd,Gen_Ed_1,Gen_Ed_2
JWST,308,The Renaissance and the Jews,0,,
JWST,485,From Fiddler on the Roof to the Holocaust: East European and Soviet Jewish History,0,,
JWST,330H,Jesus and the Jews: From the Bible to the Big Screen,0,,
JWST,224,Modern Jewish Thought,1,FC-POWER or FC-VALUES,
JWST,420,Post-Holocaust Ethics and Theology,1,FC-POWER or FC-VALUES,
JWST,235H,"Israeli Cinema: Gender, Nation, and Ethnicity",1,FC-AESTH,
JWST,224H,Modern Jewish Thought,1,FC-POWER or FC-VALUES,
JWST,425,"Beyond Hostilities: Israeli-Palestinian Exchanges and Partnerships in Film, Literature, and Music",1,FC-GLOBAL or FC-POWER,
JWST,481,Jewish Belonging/s: The Material Culture of Jewish Experience,1,FC-AESTH or FC-CREATE,
JWST,380,Traditions in Transition: Jewish Folklore and Ethnography,1,FC-AESTH or FC-KNOWING,
JWST,269,Springtime for Hitler: Jews on Stage from Shakespeare to Mel Brooks,0,,
JWST,420H,Post-Holocaust Ethics and Theology,1,FC-POWER or FC-VALUES,
JWST,358,"Religion and Tradition in Israeli Cinema, TV, and Literature",1,FC-GLOBAL or FC-POWER,
JWST,268,"Cultural Trends in Post-Communist Central Europe: Search for Identity, Importance of Jewish Voices",0,,
JWST,480,Russian-Soviet Jewish Culture: Lofty Dreams and Stark Realities,1,FC-GLOBAL or FC-PAST,
JWST,480H,Russian-Soviet Jewish Culture: Lofty Dreams and Stark Realities,1,FC-GLOBAL or FC-PAST,
JWST,390,Special Topics in Jewish Studies,0,,
JWST,466,Language Remains: German-Jewish Dialogues and Beyond,1,FC-AESTH or FC-POWER,
JWST,274,Representing the Holocaust: Mediating Trauma in Art and Theory,1,FC-AESTH or FC-PAST,
JWST,89,First-Year Seminar: Special Topics,0,,
LATN,101,Elementary Latin I,0,,
LATN,102,Elementary Latin II,0,,
LATN,332,Roman Comedy,0,,
LATN,203,Intermediate Latin I,0,,
LATN,204,Intermediate Latin II,0,,
LATN,221,Vergil,0,,
LATN,222,Cicero,0,,
LATN,353,Roman Satire,0,,
LATN,351,Lucretius,0,,
LATN,352,Petronius,0,,
LATN,354,Tacitus and Pliny's Letters,0,,
LATN,331,Roman Historians,0,,
LATN,333,Lyric Poetry,0,,
LATN,334,Augustan Poetry,0,,
LATN,396,Special Readings in Latin Literature,0,,
LATN,205,Medieval Latin,0,,
LATN,335,Roman Elegy,0,,
LATN,223,Ovid,0,,
LATN,224,Augustine's Confessions,0,,
LATN,395,Independent Research in Latin,0,,
LFIT,102,Lifetime Fitness: Adapted Physical Activity,0,,
LFIT,103,Lifetime Fitness: Aerobics,0,,
LFIT,104,Lifetime Fitness: Exercise and Conditioning,0,,
LFIT,105,Lifetime Fitness: Indoor Sports,0,,
LFIT,106,Lifetime Fitness: Beginning Jogging,0,,
LFIT,107,Lifetime Fitness: Intermediate Jogging,0,,
LFIT,108,Lifetime Fitness: Outdoor Sports,0,,
LFIT,109,Lifetime Fitness: Racquet Sports,0,,
LFIT,110,Lifetime Fitness: Beginning Swimming,0,,
LFIT,111,Lifetime Fitness: Swim Conditioning,0,,
LFIT,112,Lifetime Fitness: Walking,0,,
LFIT,113,Lifetime Fitness: Weight Training,0,,
LFIT,190,Special Topics in Lifetime Fitness,0,,
LFIT,114,Lifetime Fitness: Yoga and Pilates,0,,
LFIT,130,Lifetime Fitness: Soccer,0,,
LFIT,115,Lifetime Fitness: Cycle Fitness,0,,
LFIT,129,Lifetime Fitness: Downhill Skiing and Snowboarding,0,,
LFIT,118,Lifetime Fitness: Flag Football,0,,
LFIT,138,Lifetime Fitness: Tennis,0,,
LFIT,140,Lifetime Fitness: Ultimate Frisbee,0,,
LFIT,145,Lifetime Fitness: Brazilian Jiu Jitsu,0,,
LFIT,146,Lifetime Fitness: Sand Volleyball,0,,
LGLA,401,Elementary Lingala I,0,,
LGLA,402,Elementary Lingala II,1,FC-GLOBAL,
LGLA,403,Intermediate Lingala III,0,,
LGLA,404,Intermediate Lingala IV,0,,
LING,376,Spanish Phonetics and Phonology,1,FC-KNOWING,
LING,410,Advanced Philosophy of Language,1,FC-KNOWING,
LING,445,Advanced Philosophy of Language,1,FC-KNOWING,
LING,484,Discourse and Dialogue in Ethnographic Research,0,,
LING,145,"Language, Communication, and Human and Animal Minds",1,FC-KNOWING or FC-POWER,
LING,490,Advanced Topics in Linguistics,0,,
LING,201,Syntax,0,,
LING,101,Introduction to Language,1,FC-KNOWING or FC-NATSCI,
LING,360,Introduction to Hispanic Linguistics,1,FC-KNOWING,
LING,101H,Introduction to Language,1,FC-KNOWING or FC-NATSCI,
LING,383,Linguistic Structuralism: Sources and Influences,0,,
LING,200,Phonology,1,FC-NATSCI,
LING,202,Linguistic Variation and Language Change,1,FC-PAST,
LING,290,Special Topics in Linguistics,0,,
LING,427,Morphology,0,,
LING,165,Exploring the World's Languages,0,,
LING,302,Language and Power,1,FC-POWER,
LING,409,Cognitive Linguistics,0,,
LING,401,Language and Computers,2,FC-QUANT,FC-LAB
LING,303,Native Languages of the Americas,0,,
LING,203,Language Acquisition and Development,1,FC-KNOWING,
LING,304,Introduction to Discourse,0,,
LING,70,First-Year Seminar: Language in the U.S.A,0,,
LING,335,Structure of African American English,1,FC-KNOWING,
LING,333,Human Language and Animal Communication Systems,2,FC-QUANT,FC-LAB
LING,89,First-Year Seminar: Special Topics,0,,
LING,397,Undergraduate Seminar in Language and Linguistics,0,,
LING,444,Origin and Evolution of Human Language,0,,
LING,422,Research Methods in Phonetics and Laboratory Phonology,0,,
LING,496,Independent Study in Linguistics,0,,
LING,428,Bilingualism and Second-Language Acquisition,1,FC-KNOWING,
LING,89H,First-Year Seminar: Special Topics,0,,
LING,305,Race against Time: Language Revitalization,1,FC-GLOBAL or FC-POWER,
LING,145H,"Language, Communication, and Human and Animal Minds",1,FC-KNOWING or FC-POWER,
LING,493,Internship in Linguistics,0,,
LING,395,Group Mentored Research,0,,
LING,495,Individual Mentored Research,0,,
LING,460,Making Sense of Big Data: Textual Analysis with R,0,,
LING,138,Linguistic Anthropology,0,,
LING,260,Languages of Southeast Asia,1,FC-GLOBAL,
LING,458,"Writing Systems: Past, Present, Future, Fictional",0,,
LING,225,Busting Language Myths,1,FC-KNOWING or FC-VALUES,
LING,230,Constructed Languages: Theory and Typology,1,FC-AESTH or FC-CREATE,
LING,60,"First-Year Seminar: How Reading Works: Language, Cognition, and Literacy",0,,
LTAM,396,Independent Study,0,,
LTAM,101,Introduction to Latin American Studies,0,,
LTAM,390,Special Topics in Latin American Studies,0,,
LTAM,411,Summer Intensive Introductory Course in Yucatec Maya,0,,
LTAM,291,The Latino Experience in the United States,0,,
LTAM,89,First-Year Seminar:  Special Topics,0,,
LTAM,401,Guanajuato Service Learning,0,,
LTAM,350,The United States and Latin America,0,,
LTAM,314,Law and Society in Latin America,0,,
LTAM,402,Heritage and Migration in North Carolina,1,FC-GLOBAL,
MACD,401,Elementary Macedonian,0,,
MACD,402,Elementary Macedonian,0,,
MACD,403,Intermediate Macedonian,0,,
MACD,404,Intermediate Macedonian,0,,
MACD,405,Advanced Macedonian,0,,
MACD,406,Advanced Macedonian,0,,
MASC,440,Marine Ecology,0,,
MASC,473,The Changing Coasts of Carolina,0,,
MATH,110,Algebra,0,,
MATH,116,Intuitive Calculus,1,FC-QUANT,
MATH,233,Calculus of Functions of Several Variables,1,FC-QUANT,
MATH,231,Calculus of Functions of One Variable I,1,FC-QUANT,
MATH,130,Precalculus Mathematics,1,FC-QUANT,
MATH,232,Calculus of Functions of One Variable II,1,FC-QUANT,
MATH,411,Developing Mathematical Concepts,0,,
MATH,294,Undergraduate Seminar in Mathematics,0,,
MATH,119,Introduction to Mathematical Modeling,1,FC-QUANT,
MATH,418,Basic Concepts of Analysis for High School Teachers,0,,
MATH,117,Aspects of Finite Mathematics,1,FC-QUANT,
MATH,347,Linear Algebra for Applications,0,,
MATH,233H,Calculus of Functions of Several Variables,1,FC-QUANT,
MATH,118,Aspects of Modern Mathematics,1,FC-QUANT,
MATH,396,Undergraduate Reading and Research in Mathematics,0,,
MATH,152,Calculus for Business and Social Sciences,1,FC-QUANT,
MATH,51,"First-Year Seminar: 'Fish Gotta Swim, Birds Gotta Fly': The Mathematics and the Mechanics of Moving",0,,
MATH,406,Mathematical Methods in Biostatistics,0,,
MATH,381,Discrete Mathematics,0,,
MATH,383,First Course in Differential Equations,0,,
MATH,383H,First Course in Differential Equations,0,,
MATH,307,Revisiting Real Numbers and Algebra,0,,
MATH,62,First-Year Seminar: Combinatorics,0,,
MATH,65,First-Year Seminar: Colliding Balls and Springs: The Microstructure of How Materials Behave,0,,
MATH,62H,First-Year Seminar: Combinatorics,0,,
MATH,89,First-Year Seminar: Special Topics,0,,
MATH,296,Directed Exploration in Mathematics,0,,
MATH,410,Teaching and Learning Mathematics,0,,
MATH,190,Special Topics in Mathematics,0,,
MATH,89H,First-Year Seminar: Special Topics,0,,
MATH,383L,First Course in Differential Equations Laboratory,0,,
MATH,381H,Discrete Mathematics,0,,
MATH,290,Special Topics in Mathematics,0,,
MATH,231H,Calculus of Functions of One Variable I,1,FC-QUANT,
MATH,232H,Calculus of Functions of One Variable II,1,FC-QUANT,
MATH,51H,"First-Year Seminar: 'Fish Gotta Swim, Birds Gotta Fly': The Mathematics and the Mechanics of Moving",0,,
MATH,115,Reasoning with Data: Navigating a Quantitative World,1,FC-QUANT,
MATH,210,Mathematical Tools for Data Science,1,FC-QUANT,
MATH,68,First-Year Seminar: The Mathematics of Voting,0,,
MATH,231L,Calculus I Corequisite,0,,
MATH,69,First-Year Seminar: Unfolding Infinity: Mathematical Origami and Fractal Symmetry,0,,
MATH,70,First-Year Seminar: Topology and Symmetry,0,,
MATH,110L,Algebra Corequisite,0,,
MATH,10,Review of Basic Algebra,0,,
MATH,235,Mathematics for Data Science,1,FC-QUANT,
MAYA,401,Introduction to Yucatec Maya,0,,
MCRO,251,Introductory Medical Microbiology,0,,
MCRO,449,Introduction to Immunology,0,,
MCRO,291,Undergraduate Learning Apprentice,0,,
MCRO,292,Undergraduate Learning Assistant,0,,
MEJO,340,Introduction to Media Law: Journalism Focus,0,,
MEJO,253,Introduction to Public Affairs Reporting,0,,
MEJO,101,The Media Revolution: From Gutenberg to Zuckerberg and Beyond,0,,
MEJO,153,Writing and Reporting,0,,
MEJO,393,Journalism and Media Internship,0,,
MEJO,356,Feature Writing,0,,
MEJO,358,Opinion Writing,0,,
MEJO,180,Foundations of Photojournalism,0,,
MEJO,332,Public Relations Writing,0,,
MEJO,240,Current Issues in Mass Communication,0,,
MEJO,141,Media Ethics,1,FC-VALUES,
MEJO,446,Global Communication and Comparative Journalism,1,FC-GLOBAL,
MEJO,448,Freedom of Expression in the United States,0,,
MEJO,371,Advertising Creative,0,,
MEJO,372,Advertising Media,0,,
MEJO,376,Sports Marketing and Advertising,0,,
MEJO,475,Concepts of Marketing,0,,
MEJO,471,Advanced Advertising Copywriting,0,,
MEJO,478,Media Marketing,0,,
MEJO,379,Advertising and Public Relations Research,1,FC-QUANT,
MEJO,490,Special Topics in Mass Communication,0,,
MEJO,485,Publication Design,0,,
MEJO,441,Diversity and Communication,0,,
MEJO,342,The Black Press and United States History,1,FC-POWER,
MEJO,442,"Gender, Class, Race, and Mass Media",0,,
MEJO,252,Audio Journalism,1,FC-CREATE,
MEJO,421,Television News Reporting and Producing,0,,
MEJO,242,From Gutenberg to Google: A History of Media,0,,
MEJO,445,Process and Effects of Mass Communication,0,,
MEJO,102,Future Vision: Exploring the Visual World,0,,
MEJO,333,Video for Marketing and Public Relations,0,,
MEJO,187,Foundations of Interactive Media,0,,
MEJO,459,Community Journalism,0,,
MEJO,349,Introduction to Internet Issues and Concepts,0,,
MEJO,424,Media Management and Policy,0,,
MEJO,377,Sports Communication,0,,
MEJO,476,Ethical Issues and Sports Communication,0,,
MEJO,489,"Photojournalism, Lighting, and Business Techniques",0,,
MEJO,390,Special Skills in Mass Communication,0,,
MEJO,458,Southern Politics: Critical Thinking and Writing,0,,
MEJO,484,Information Graphics,0,,
MEJO,182,Foundations of Graphic Design,0,,
MEJO,425,Voice and Diction,0,,
MEJO,426,Audio Journalism for Radio and Podcasts,0,,
MEJO,482,Media Design,0,,
MEJO,89,First-Year Seminar: Special Topics,0,,
MEJO,244,Talk Politics: An Introduction to Political Communication,0,,
MEJO,245,Sports and the Media,0,,
MEJO,443,Latino Media Studies,0,,
MEJO,449,"Blogging, Smart Mobs, and We the Media",0,,
MEJO,447,Media in the United Kingdom,1,FC-GLOBAL,
MEJO,455,Creative Sportswriting,0,,
MEJO,137,Principles of Advertising and Public Relations,0,,
MEJO,121,Introduction to Digital Storytelling,1,FC-CREATE,
MEJO,454,Advanced Feature Writing,0,,
MEJO,463,News Lab: Creating Tomorrow's News Products,0,,
MEJO,435,Public Information Strategies,0,,
MEJO,487,Intermediate Interactive Media,0,,
MEJO,100,Grammar for Journalists,0,,
MEJO,440,Digital Media Law and Society,0,,
MEJO,488,Multimedia Storytelling: Carolina Photojournalism Workshop,0,,
MEJO,477,"New Media Technologies: Their Impact on the Future of Advertising, Marketing, and Public Relations",0,,
MEJO,490H,Special Topics in Mass Communication,0,,
MEJO,129,Sports Xtra,1,FC-CREATE,
MEJO,334,Visual Design for Strategic Communication,0,,
MEJO,341,"Introduction to Media Law: Advertising, Public Relations, and Strategic Communication Focus",1,FC-VALUES,
MEJO,479,Market Intelligence,1,FC-QUANT,
MEJO,469,Health Communication and Marketing,0,,
MEJO,433,UX Strategy and Design,0,,
MEJO,373,Account Planning,0,,
MEJO,374,Communications Consulting,0,,
MEJO,430,Personal Finance,0,,
MEJO,353,Sports Production and Broadcasting Practicum,0,,
MEJO,437,Media in Asia,0,,
MEJO,479H,Market Intelligence,1,FC-QUANT,
MEJO,437H,Media in Asia,0,,
MEJO,447H,Media in the United Kingdom,1,FC-GLOBAL,
MEJO,352,Sports Production and Broadcasting,0,,
MEJO,439,Producing for Advertising,0,,
MEJO,438,Advertising in the Age of Alexa,0,,
MEJO,432,Cause Communications,0,,
MEJO,142,Cultural Competency in Journalism and Strategic Communication,1,FC-KNOWING or FC-POWER,
MEJO,500,Freelance Fundamentals,0,,
MNGT,330,Economic History of the United States,0,,
MNGT,345,Public Policy Toward Business,1,FC-KNOWING,
MNGT,380,The Economics of Labor Relations,0,,
MNGT,223,Small Group Communication,1,FC-VALUES,
MNGT,365,The Worker and American Life,0,,
MNGT,415,Economy and Society,0,,
MNGT,410,Formal Organizations and Bureaucracy,1,FC-POWER,
MNGT,131,Social Relations in the Workplace,0,,
MNGT,310,Microeconomics: Theory and Applications,0,,
MNGT,412,Social Stratification,0,,
MNGT,120,Introduction to Interpersonal and Organizational Communication,0,,
MNGT,427,The Labor Force,1,FC-POWER,
MNGT,364,History of American Business,1,FC-PAST or FC-POWER,
MNGT,325,Introduction to Organizational Communication,1,FC-KNOWING,
MNGT,325H,Introduction to Organizational Communication,1,FC-KNOWING,
MNGT,120H,Introduction to Interpersonal and Organizational Communication,0,,
MUSC,141,Survey of Western Music History,1,FC-AESTH or FC-PAST,
MUSC,56,First-Year Seminar: Early-Modern Court Spectacle,0,,
MUSC,355,History and Culture of Music,0,,
MUSC,202,Advanced Individual Lessons in Voice,0,,
MUSC,147,Introduction to the Music of the Américas,1,FC-POWER,
MUSC,188,Introduction to Women and Music,1,FC-AESTH or FC-POWER,
MUSC,131,Tonal Theory I,0,,
MUSC,144,Introduction to Country Music,1,FC-AESTH,
MUSC,125,Diction for Singers III (German),0,,
MUSC,132,Tonal Theory II,1,FC-AESTH,
MUSC,145,Introduction to Jazz,1,FC-AESTH,
MUSC,331,Musical Form and Analysis,0,,
MUSC,267,Orchestration,0,,
MUSC,261,Music Production II,0,,
MUSC,121,Fundamentals of Tonal Music I,1,FC-AESTH,
MUSC,122,Fundamentals of Music II,0,,
MUSC,104,Individual Woodwind Lessons,0,,
MUSC,102,Individual Voice Lessons,0,,
MUSC,143,Introduction to Rock Music,1,FC-AESTH,
MUSC,142,Great Musical Works,1,FC-AESTH,
MUSC,100,Individual Keyboard Lessons,0,,
MUSC,105,Individual Brass Lessons,0,,
MUSC,103,Individual String Lessons,0,,
MUSC,124,Diction for Singers II (French),0,,
MUSC,136,Keyboard Skills I,0,,
MUSC,148,Introduction to Black Music,1,FC-AESTH,
MUSC,155,The Art and Culture of the DJ,0,,
MUSC,166,Introduction to Composition,0,,
MUSC,168,Basic Conducting,0,,
MUSC,332,Counterpoint,0,,
MUSC,133,Tonal Musicianship Skills II,0,,
MUSC,158,Rock Lab,0,,
MUSC,130,Tonal Musicianship Skills I,0,,
MUSC,206,Advanced Individual Lessons in Percussion,0,,
MUSC,214,Chamber Music,0,,
MUSC,251,Studies in Medieval and Early Modern Music,1,FC-CREATE or FC-GLOBAL,
MUSC,265,Jazz Composition and Arranging,0,,
MUSC,333,Analysis of Popular Music,0,,
MUSC,200,Advanced Individual Lessons in Keyboard,0,,
MUSC,207,Advanced Applied Instruction,0,,
MUSC,266,Composition,1,FC-CREATE,
MUSC,135,Jazz Theory,0,,
MUSC,146,Introduction to World Musics,1,FC-AESTH or FC-GLOBAL,
MUSC,156,Beat Making Lab,0,,
MUSC,281,Popular Song in American Culture,0,,
MUSC,112,Group Lessons in Strings,0,,
MUSC,113,Group Lessons in Woodwinds,0,,
MUSC,211,Ensemble I,0,,
MUSC,213,Ensemble III,0,,
MUSC,212,Ensemble II,0,,
MUSC,106,Individual Percussion Lessons,0,,
MUSC,283,Haydn and Mozart,0,,
MUSC,89,First-Year Seminar: Special Topics,0,,
MUSC,120,Foundations in Music,0,,
MUSC,163,Jazz Improvisation I,0,,
MUSC,167,Instrumentation,0,,
MUSC,111,Group Lessons in Voice,0,,
MUSC,115,Group Lessons in Percussion,0,,
MUSC,284,Beethoven and His Era,0,,
MUSC,296,Special Studies for Undergraduates,0,,
MUSC,288,The Orchestra and Its Music,0,,
MUSC,114,Group Lessons in Brass,0,,
MUSC,54,First-Year Seminar: Music and Magic,0,,
MUSC,57,First-Year Seminar: Music and Drama: Verdi's Operas and Italian Romanticism,0,,
MUSC,240,"Performance in Southeast Asia: Gongs, Punks, and Shadow Plays",0,,
MUSC,300,Advanced Keyboard Lessons and Recital,1,FC-CREATE,
MUSC,110,Group Lessons in Piano,0,,
MUSC,157,Rap Lab,0,,
MUSC,309,Advanced Lessons in Conducting,0,,
MUSC,286,Music as Culture,1,FC-AESTH,
MUSC,285,Musical Modernism,0,,
MUSC,123,Diction for Singers I (English/Italian),0,,
MUSC,287,Opera as Drama,1,FC-AESTH,
MUSC,161,Music Production I,0,,
MUSC,471,Instrumental Performance Repertory,0,,
MUSC,203,Advanced Individual Lessons in Strings,0,,
MUSC,204,Advanced Individual Lessons in Woodwinds,0,,
MUSC,205,Advanced Individual Lessons in Brass,0,,
MUSC,232,Theory III,0,,
MUSC,338,Analysis of Music since 1900,0,,
MUSC,258,"Musical Movements: Migration, Exile, and Diaspora",1,FC-GLOBAL,
MUSC,234,World Musics in Theory and Practice,1,FC-AESTH or FC-GLOBAL,
MUSC,63,First-Year Seminar: Music on Stage and Screen,0,,
